법정동명,매출(만원),업소수,유동인구,직장인 평균소득(만원),상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도,반경내_가게수,지하철유동인구수
삼덕동1가,"3,917",55.0,"23,695",319.0,MA010120220806516135,블론드마리,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110545,삼덕동,2711010500,2711010500100210001,1,대지,21.0,1.0,대구광역시 중구 삼덕동1가 21-1,271104223085.0,대구광역시 중구 동성로3길,58.0,20.0,2711010500100210001007728,,대구광역시 중구 동성로3길 58-20,700411,41941,,,,128.598992206793,35.867613457114,1,5762
장관동,"1,763",2.0,"1,087",311.0,MA010120220806651290,천연염색,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110575,성내2동,2711010900,2711010900100350001,1,대지,35.0,1.0,대구광역시 중구 장관동 35-1,271104223132.0,대구광역시 중구 중앙대로77길,52.0,,2711010900100350001006037,,대구광역시 중구 중앙대로77길 52,700240,41934,,,,128.590793944487,35.8685643865923,0,11546
동성로2가,"5,095",20.0,"23,717",301.0,MA010120220806689340,체인지,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110565,성내1동,2711012300,2711012300100410008,1,대지,41.0,8.0,대구광역시 중구 동성로2가 41-8,271103007001.0,대구광역시 중구 국채보상로,580.0,,2711011500100170008000001,대현프리몰,대구광역시 중구 국채보상로 580,700092,41909,,,,128.59519659058,35.8709131331061,0,34054
삼덕동1가,"3,917",55.0,"23,695",319.0,MA010120220806706470,미닛뉴,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110545,삼덕동,2711010500,2711010500100110004,1,대지,11.0,4.0,대구광역시 중구 삼덕동1가 11-4,271104223084.0,대구광역시 중구 동성로2길,21.0,4.0,2711010500100110004008933,,대구광역시 중구 동성로2길 21-4,700411,41942,,1,,128.596097997119,35.8670690318563,1,5762
삼덕동1가,"3,917",55.0,"23,695",319.0,MA010120220806701105,레이,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110545,삼덕동,2711010500,2711010500100140001,1,대지,14.0,1.0,대구광역시 중구 삼덕동1가 14-1,271104223084.0,대구광역시 중구 동성로2길,18.0,19.0,2711010500100140001008990,,대구광역시 중구 동성로2길 18-19,700411,41942,,,,128.597357457544,35.8666842210518,1,5762
종로1가,0,2.0,"5,778",311.0,MA010120220806805183,에디트대구지사,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110575,성내2동,2711011300,2711011300100710001,1,대지,71.0,1.0,대구광역시 중구 종로1가 71-1,271103141010.0,대구광역시 중구 종로,45.0,4.0,2711011300100710001005847,,대구광역시 중구 종로 45-4,700191,41934,,3,,128.590970144708,35.8699245167064,0,11546
계산동2가,"2,244",141.0,"36,293",313.0,MA010120220806788900,동아쇼핑김혜경,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110575,성내2동,2711013900,2711013900101980001,1,대지,198.0,1.0,대구광역시 중구 계산동2가 198-1,271102007002.0,대구광역시 중구 달구벌대로,2085.0,,2711011200100530003006516,동아쇼핑,대구광역시 중구 달구벌대로 2085,700082,41936,,4,,128.591851543249,35.8663419278142,1,11546
동성로2가,"5,095",20.0,"23,717",301.0,MA010120220806830889,맨,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110565,성내1동,2711012300,2711012300100410008,1,대지,41.0,8.0,대구광역시 중구 동성로2가 41-8,271103007001.0,대구광역시 중구 국채보상로,580.0,,2711011500100170008000001,대현프리몰,대구광역시 중구 국채보상로 580,700092,41909,,,,128.59519659058,35.8709131331061,0,34054
공평동,"5,596",9.0,"31,389",323.0,MA010120220806872707,동성로시스터,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110565,성내1동,2711012200,2711012200100530014,1,대지,53.0,14.0,대구광역시 중구 공평동 53-14,271104223084.0,대구광역시 중구 동성로2길,50.0,,2711012200100530013008278,,대구광역시 중구 동성로2길 50,700150,41941,,1,,128.596959526306,35.8682544996474,1,34054
남일동,"1,763",1.0,"10,639",306.0,MA010120220806873206,플라타너스,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110575,성내2동,2711011700,2711011700100550004,1,대지,55.0,4.0,대구광역시 중구 남일동 55-4,271102007001.0,대구광역시 중구 중앙대로,417.0,,2711011700100550004006888,,대구광역시 중구 중앙대로 417,700060,41935,,,,128.593686512927,35.870370798472,0,11546
덕산동,"2,229",63.0,"21,648",307.0,MA010120220806913235,당케,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110575,성내2동,2711011200,2711011200100880000,1,대지,88.0,,대구광역시 중구 덕산동 88,271102007002.0,대구광역시 중구 달구벌대로,2100.0,,2711015600109300001000001,반월당역,대구광역시 중구 달구벌대로 2100,700070,41957,,,,128.593354331461,35.864432724458,1,11546
봉산동,"1,850",41.0,"63,377",311.0,MA010120220806907140,에리카바두,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110565,성내1동,2711010800,2711010800100230003,1,대지,23.0,3.0,대구광역시 중구 봉산동 23-3,271104223085.0,대구광역시 중구 동성로3길,15.0,,2711010800100230003009004,,대구광역시 중구 동성로3길 15,700822,41942,,,,128.597297765504,35.8661076714781,1,34054
봉산동,"1,850",41.0,"63,377",311.0,MA010120220806961465,토브,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110565,성내1동,2711010800,2711010800101270001,1,대지,127.0,1.0,대구광역시 중구 봉산동 127-1,271102007002.0,대구광역시 중구 달구벌대로,2160.0,,2711010600101810000000001,메트로프라자,대구광역시 중구 달구벌대로 2160,700823,41959,,,,128.598954685653,35.8640984867759,1,34054
덕산동,"2,229",63.0,"21,648",307.0,MA010120220807010293,구십구퍼센트,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110575,성내2동,2711011200,2711011200100880000,1,대지,88.0,,대구광역시 중구 덕산동 88,271102007002.0,대구광역시 중구 달구벌대로,2100.0,,2711015600109300001000001,반월당역,대구광역시 중구 달구벌대로 2100,700070,41957,,,,128.593354331461,35.864432724458,1,11546
덕산동,"2,229",63.0,"21,648",307.0,MA010120220807014017,오병이어,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110575,성내2동,2711011200,2711011200100880000,1,대지,88.0,,대구광역시 중구 덕산동 88,271102007002.0,대구광역시 중구 달구벌대로,2100.0,,2711015600109300001000001,반월당역,대구광역시 중구 달구벌대로 2100,700070,41957,,,,128.593354331461,35.864432724458,1,11546
계산동2가,"2,244",141.0,"36,293",313.0,MA010120220806999347,엠MISSONI,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110575,성내2동,2711013900,2711013900102000000,1,대지,200.0,,대구광역시 중구 계산동2가 200,271102007002.0,대구광역시 중구 달구벌대로,2077.0,,2711013900102000000000001,현대백화점,대구광역시 중구 달구벌대로 2077,700082,41936,,,,128.590635683154,35.8666363344097,0,11546
계산동2가,"2,244",141.0,"36,293",313.0,MA010120220807021657,마인현대,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110575,성내2동,2711013900,2711013900102000000,1,대지,200.0,,대구광역시 중구 계산동2가 200,271102007002.0,대구광역시 중구 달구벌대로,2077.0,,2711013900102000000000001,현대백화점,대구광역시 중구 달구벌대로 2077,700082,41936,,3,,128.590635683154,35.8666363344097,0,11546
덕산동,"2,229",63.0,"21,648",307.0,MA010120220807032029,인동에프엔쉬즈미스,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110575,성내2동,2711011200,2711011200100530003,1,대지,53.0,3.0,대구광역시 중구 덕산동 53-3,271102007002.0,대구광역시 중구 달구벌대로,2085.0,,2711011200100530003006516,동아쇼핑,대구광역시 중구 달구벌대로 2085,700717,41936,,4,,128.591851543249,35.8663419278142,1,11546
계산동2가,"2,244",141.0,"36,293",313.0,MA010120220807072261,비지트인뉴욕,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110575,성내2동,2711013900,2711013900101980001,1,대지,198.0,1.0,대구광역시 중구 계산동2가 198-1,271102007002.0,대구광역시 중구 달구벌대로,2085.0,,2711011200100530003006516,동아쇼핑,대구광역시 중구 달구벌대로 2085,700082,41936,,3,,128.591851543249,35.8663419278142,1,11546
