법정동명,매출(만원),업소수,유동인구,직장인 평균소득(만원),상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도,반경내_가게수,지하철유동인구수
교동,895,36.0,"6,735",317.0,MA010120220808805433,교동시장1층37호,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110565,성내1동,2711012500,2711012500100670012,1,대지,67.0,12.0,대구광역시 중구 교동 67-12,271104223014.0,대구광역시 중구 교동길,40.0,,2711012500100670001000001,교동시장,대구광역시 중구 교동길 40,700801,41912,,1,,128.596797787313,35.8732666523219,0,34054
계산동2가,"2,244",141.0,"36,293",313.0,MA010120220808969290,비비안웨스트우드,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110575,성내2동,2711013900,2711013900102000000,1,대지,200.0,,대구광역시 중구 계산동2가 200,271102007002.0,대구광역시 중구 달구벌대로,2077.0,,2711013900102000000000001,현대백화점,대구광역시 중구 달구벌대로 2077,700082,41936,,2,,128.590635683154,35.8666363344097,0,11546
덕산동,"2,229",63.0,"21,648",307.0,MA010120220809112900,엘림,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110575,성내2동,2711011200,2711011200100880000,1,대지,88.0,,대구광역시 중구 덕산동 88,271102007002.0,대구광역시 중구 달구벌대로,2100.0,,2711015600109300001000001,반월당역,대구광역시 중구 달구벌대로 2100,700070,41957,,,,128.593354331461,35.864432724458,1,11546
동성로2가,"5,095",20.0,"23,717",301.0,MA010120220809093984,이랜드월드패션대구,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110565,성내1동,2711012300,2711012300101270002,1,대지,127.0,2.0,대구광역시 중구 동성로2가 127-2,271103141006.0,대구광역시 중구 동성로,15.0,1.0,2711012300101270004008141,,대구광역시 중구 동성로 15-1,700092,41937,,2,,128.594635209397,35.8684012244382,1,34054
교동,895,36.0,"6,735",317.0,MA010120220809030112,60호,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110565,성내1동,2711012500,2711012500100670012,1,대지,67.0,12.0,대구광역시 중구 교동 67-12,271104223014.0,대구광역시 중구 교동길,40.0,,2711012500100670001000001,교동시장,대구광역시 중구 교동길 40,700801,41912,,1,,128.596797787313,35.8732666523219,0,34054
계산동2가,"2,244",141.0,"36,293",313.0,MA010120220809041048,톰보이현대,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110575,성내2동,2711013900,2711013900102000000,1,대지,200.0,,대구광역시 중구 계산동2가 200,271102007002.0,대구광역시 중구 달구벌대로,2077.0,,2711013900102000000000001,현대백화점,대구광역시 중구 달구벌대로 2077,700082,41936,,2,,128.590635683154,35.8666363344097,0,11546
계산동2가,"2,244",141.0,"36,293",313.0,MA010120220809046591,리스트,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110575,성내2동,2711013900,2711013900102000000,1,대지,200.0,,대구광역시 중구 계산동2가 200,271102007002.0,대구광역시 중구 달구벌대로,2077.0,,2711013900102000000000001,현대백화점,대구광역시 중구 달구벌대로 2077,700082,41936,,2,,128.590635683154,35.8666363344097,0,11546
교동,895,36.0,"6,735",317.0,MA010120220809030240,교동96호,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110565,성내1동,2711012500,2711012500100670012,1,대지,67.0,12.0,대구광역시 중구 교동 67-12,271104223014.0,대구광역시 중구 교동길,40.0,,2711012500100670001000001,교동시장,대구광역시 중구 교동길 40,700801,41912,,2,,128.596797787313,35.8732666523219,0,34054
덕산동,"2,229",63.0,"21,648",307.0,MA010120220809036158,올포유,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110575,성내2동,2711011200,2711011200100880000,1,대지,88.0,,대구광역시 중구 덕산동 88,271102007002.0,대구광역시 중구 달구벌대로,2100.0,,2711015600109300001000001,반월당역,대구광역시 중구 달구벌대로 2100,700070,41957,,,,128.593354331461,35.864432724458,1,11546
계산동2가,"2,244",141.0,"36,293",313.0,MA010120220809041563,키이스,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110575,성내2동,2711013900,2711013900101980001,1,대지,198.0,1.0,대구광역시 중구 계산동2가 198-1,271102007002.0,대구광역시 중구 달구벌대로,2085.0,,2711011200100530003006516,동아쇼핑,대구광역시 중구 달구벌대로 2085,700082,41936,,4,,128.591851543249,35.8663419278142,1,11546
교동,895,36.0,"6,735",317.0,MA010120220809046537,미소아인터내쇼날)엠에스(M.S,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110565,성내1동,2711012500,2711012500100670018,1,대지,67.0,18.0,대구광역시 중구 교동 67-18,271103141006.0,대구광역시 중구 동성로,70.0,13.0,2711012500100670022014836,,대구광역시 중구 동성로 70-13,700801,41912,,,,128.596529586902,35.8729435086342,0,34054
삼덕동3가,,,,,MA010120220809041663,102디파트먼트,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110545,삼덕동,2711010700,2711010700102740003,1,대지,274.0,3.0,대구광역시 중구 삼덕동3가 274-3,271104223058.0,대구광역시 중구 달구벌대로447길,34.0,11.0,2711010700102740003011732,,대구광역시 중구 달구벌대로447길 34-11,700413,41948,,,,128.608464143837,35.8638253741423,0,5762
삼덕동1가,"3,917",55.0,"23,695",319.0,MA010120220809030805,"담소,파레트",,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110545,삼덕동,2711010500,2711010500100150002,1,대지,15.0,2.0,대구광역시 중구 삼덕동1가 15-2,271104223084.0,대구광역시 중구 동성로2길,30.0,8.0,2711010500100150002008984,,대구광역시 중구 동성로2길 30-8,700411,41942,,,,128.596928661213,35.8670919473102,1,5762
덕산동,"2,229",63.0,"21,648",307.0,MA010120220809041795,뽀뜨레,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110575,성내2동,2711011200,2711011200100530003,1,대지,53.0,3.0,대구광역시 중구 덕산동 53-3,271102007002.0,대구광역시 중구 달구벌대로,2085.0,,2711011200100530003006516,동아쇼핑,대구광역시 중구 달구벌대로 2085,700717,41936,,4,,128.591851543249,35.8663419278142,1,11546
동성로1가,882,7.0,"3,687",301.0,MA010120220809030915,오렌지,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110565,성내1동,2711014800,2711014800100140003,1,대지,14.0,3.0,대구광역시 중구 동성로1가 14-3,271103141006.0,대구광역시 중구 동성로,68.0,1.0,2711014800100140003008507,,대구광역시 중구 동성로 68-1,700091,41912,,,,128.59601992965,35.8729099853607,0,34054
동산동,905,30.0,"25,062",313.0,MA010120220809041879,영심이,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110575,성내2동,2711014000,2711014000105640000,1,대지,564.0,,대구광역시 중구 동산동 564,271103141004.0,대구광역시 중구 달성로,18.0,,2711014000105620000003870,베네시움,대구광역시 중구 달성로 18,700821,41931,,,,128.582730179965,35.8667380304876,0,11546
덕산동,"2,229",63.0,"21,648",307.0,MA010120220809047114,그린샵,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110575,성내2동,2711011200,2711011200100880000,1,대지,88.0,,대구광역시 중구 덕산동 88,271102007002.0,대구광역시 중구 달구벌대로,2100.0,,2711015600109300001000001,반월당역,대구광역시 중구 달구벌대로 2100,700070,41957,,,,128.593354331461,35.864432724458,1,11546
교동,895,36.0,"6,735",317.0,MA010120220809030776,36상회,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110565,성내1동,2711012500,2711012500100670012,1,대지,67.0,12.0,대구광역시 중구 교동 67-12,271104223014.0,대구광역시 중구 교동길,40.0,,2711012500100670001000001,교동시장,대구광역시 중구 교동길 40,700801,41912,,,,128.596797787313,35.8732666523219,0,34054
동성로3가,"7,476",6.0,"10,102",306.0,MA010120220809046999,마인드브릿지,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110565,성내1동,2711011900,2711011900101050000,1,대지,105.0,,대구광역시 중구 동성로3가 105,271103141006.0,대구광역시 중구 동성로,10.0,1.0,2711011900101050000008574,,대구광역시 중구 동성로 10-1,700093,41942,,1,,128.594719146939,35.8677788965841,1,34054
동산동,905,30.0,"25,062",313.0,MA010120220809047713,화전,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110575,성내2동,2711014000,2711014000105640000,1,대지,564.0,,대구광역시 중구 동산동 564,271103141004.0,대구광역시 중구 달성로,18.0,,2711014000105620000003870,베네시움,대구광역시 중구 달성로 18,700821,41931,,3,,128.582730179965,35.8667380304876,0,11546
계산동2가,"2,244",141.0,"36,293",313.0,MA010120220809031508,캉골,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110575,성내2동,2711013900,2711013900102000000,1,대지,200.0,,대구광역시 중구 계산동2가 200,271102007002.0,대구광역시 중구 달구벌대로,2077.0,,2711013900102000000000001,현대백화점,대구광역시 중구 달구벌대로 2077,700082,41936,,2,,128.590635683154,35.8666363344097,0,11546
삼덕동1가,"3,917",55.0,"23,695",319.0,MA010120220809031522,브러쉬,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110545,삼덕동,2711010500,2711010500100590001,1,대지,59.0,1.0,대구광역시 중구 삼덕동1가 59-1,271104223087.0,대구광역시 중구 동성로5길,84.0,,2711010500100590001007786,,대구광역시 중구 동성로5길 84,700411,41942,,1,,128.599131134307,35.8669457859738,1,5762
덕산동,"2,229",63.0,"21,648",307.0,MA010120220809037126,반월당지센,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110575,성내2동,2711011200,2711011200100880000,1,대지,88.0,,대구광역시 중구 덕산동 88,271102007002.0,대구광역시 중구 달구벌대로,2100.0,,2711015600109300001000001,반월당역,대구광역시 중구 달구벌대로 2100,700070,41957,,,,128.593354331461,35.864432724458,1,11546
봉산동,"1,850",41.0,"63,377",311.0,MA010120220809047599,러블리,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110565,성내1동,2711010800,2711010800100230003,1,대지,23.0,3.0,대구광역시 중구 봉산동 23-3,271104223085.0,대구광역시 중구 동성로3길,15.0,,2711010800100230003009004,,대구광역시 중구 동성로3길 15,700822,41942,,,,128.597297765504,35.8661076714781,1,34054
덕산동,"2,229",63.0,"21,648",307.0,MA010120220809059179,이현국패션,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110575,성내2동,2711011200,2711011200100880000,1,대지,88.0,,대구광역시 중구 덕산동 88,271102007002.0,대구광역시 중구 달구벌대로,2100.0,,2711015600109300001000001,반월당역,대구광역시 중구 달구벌대로 2100,700070,41957,,2,,128.593354331461,35.864432724458,1,11546
장관동,"1,763",2.0,"1,087",311.0,MA010120220809026457,오자르조,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110575,성내2동,2711010900,2711010900100270000,1,대지,27.0,,대구광역시 중구 장관동 27,271104223132.0,대구광역시 중구 중앙대로77길,48.0,,2711010900100270000006209,,대구광역시 중구 중앙대로77길 48,700240,41934,,,,128.59094869935,35.8685275725982,0,11546
덕산동,"2,229",63.0,"21,648",307.0,MA010120220809043520,이현국패션,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110575,성내2동,2711011200,2711011200100880000,1,대지,88.0,,대구광역시 중구 덕산동 88,271102007002.0,대구광역시 중구 달구벌대로,2100.0,,2711015600109300001000001,반월당역,대구광역시 중구 달구벌대로 2100,700070,41957,,,,128.593354331461,35.864432724458,1,11546
계산동2가,"2,244",141.0,"36,293",313.0,MA010120220809060547,현대대구타임,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110575,성내2동,2711013900,2711013900102000000,1,대지,200.0,,대구광역시 중구 계산동2가 200,271102007002.0,대구광역시 중구 달구벌대로,2077.0,,2711013900102000000000001,현대백화점,대구광역시 중구 달구벌대로 2077,700082,41936,,3,,128.590635683154,35.8666363344097,0,11546
동성로2가,"5,095",20.0,"23,717",301.0,MA010120220809043786,도도,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110565,성내1동,2711012300,2711012300100410008,1,대지,41.0,8.0,대구광역시 중구 동성로2가 41-8,271103007001.0,대구광역시 중구 국채보상로,580.0,,2711011500100170008000001,대현프리몰,대구광역시 중구 국채보상로 580,700092,41909,,,,128.59519659058,35.8709131331061,0,34054
덕산동,"2,229",63.0,"21,648",307.0,MA010120220809038812,위드,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110575,성내2동,2711011200,2711011200100880000,1,대지,88.0,,대구광역시 중구 덕산동 88,271102007002.0,대구광역시 중구 달구벌대로,2100.0,,2711015600109300001000001,반월당역,대구광역시 중구 달구벌대로 2100,700070,41957,,,,128.593354331461,35.864432724458,1,11546
서내동,0,1.0,328,311.0,MA010120220809033586,휘가로,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110575,성내2동,2711014500,2711014500100490000,1,대지,49.0,,대구광역시 중구 서내동 49,271104223003.0,대구광역시 중구 경상감영길,27.0,24.0,2711014500100490000005482,,대구광역시 중구 경상감영길 27-24,700270,41919,,,,128.588939470929,35.8723500317162,0,11546
삼덕동1가,"3,917",55.0,"23,695",319.0,MA010120220809044234,아뜰리에,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110545,삼덕동,2711010500,2711010500100360001,1,대지,36.0,1.0,대구광역시 중구 삼덕동1가 36-1,271104223085.0,대구광역시 중구 동성로3길,12.0,14.0,2711010500100360001000027,,대구광역시 중구 동성로3길 12-14,700411,41942,,1,,128.598025109311,35.8656443788797,1,5762
계산동2가,"2,244",141.0,"36,293",313.0,MA010120220809028278,이따리아나,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110575,성내2동,2711013900,2711013900102000000,1,대지,200.0,,대구광역시 중구 계산동2가 200,271102007002.0,대구광역시 중구 달구벌대로,2077.0,,2711013900102000000000001,현대백화점,대구광역시 중구 달구벌대로 2077,700082,41936,,4,,128.590635683154,35.8666363344097,0,11546
포정동,"1,321",3.0,"10,728",306.0,MA010120220809033974,우먼쇼핑,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110565,성내1동,2711014300,2711014300100670003,1,대지,67.0,3.0,대구광역시 중구 포정동 67-3,271104223003.0,대구광역시 중구 경상감영길,128.0,,2711014300100670003008399,,대구광역시 중구 경상감영길 128,700010,41909,,,,128.594529531712,35.8720430882581,0,34054
봉산동,"1,850",41.0,"63,377",311.0,MA010120220809028599,허브,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110565,성내1동,2711010800,2711010800100240006,1,대지,24.0,6.0,대구광역시 중구 봉산동 24-6,271104223085.0,대구광역시 중구 동성로3길,11.0,,2711010800100240006009005,,대구광역시 중구 동성로3길 11,700822,41942,,,,128.597263262609,35.8659365917323,1,34054
계산동2가,"2,244",141.0,"36,293",313.0,MA010120220809061239,현대대구랙앤본,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110575,성내2동,2711013900,2711013900102000000,1,대지,200.0,,대구광역시 중구 계산동2가 200,271102007002.0,대구광역시 중구 달구벌대로,2077.0,,2711013900102000000000001,현대백화점,대구광역시 중구 달구벌대로 2077,700082,41936,,3,,128.590635683154,35.8666363344097,0,11546
공평동,"5,596",9.0,"31,389",323.0,MA010120220809044794,릴리컴즈,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110565,성내1동,2711012200,2711012200100160005,1,대지,16.0,5.0,대구광역시 중구 공평동 16-5,271104223085.0,대구광역시 중구 동성로3길,95.0,,2711012200100160005007242,,대구광역시 중구 동성로3길 95,700150,41938,,4,,128.598265768492,35.8696720908941,1,34054
동산동,905,30.0,"25,062",313.0,MA010120220809028571,화영사,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110575,성내2동,2711014000,2711014000105640000,1,대지,564.0,,대구광역시 중구 동산동 564,271103141004.0,대구광역시 중구 달성로,18.0,,2711014000105620000003870,베네시움,대구광역시 중구 달성로 18,700821,41931,,,,128.582730179965,35.8667380304876,0,11546
북성로1가,"1,763",1.0,"17,799",306.0,MA010120220809066963,다올,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110575,성내2동,2711015000,2711015000100810005,1,대지,81.0,5.0,대구광역시 중구 북성로1가 81-5,271102007001.0,대구광역시 중구 중앙대로,459.0,2.0,2711015000100810005004596,,대구광역시 중구 중앙대로 459-2,700824,41918,,,,128.594468376765,35.8742336022565,0,11546
계산동2가,"2,244",141.0,"36,293",313.0,MA010120220809039704,현대대구SYSTEM,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110575,성내2동,2711013900,2711013900102000000,1,대지,200.0,,대구광역시 중구 계산동2가 200,271102007002.0,대구광역시 중구 달구벌대로,2077.0,,2711013900102000000000001,현대백화점,대구광역시 중구 달구벌대로 2077,700082,41936,,3,,128.590635683154,35.8666363344097,0,11546
동성로2가,"5,095",20.0,"23,717",301.0,MA010120220809040170,크리스탈,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110565,성내1동,2711012300,2711012300100410008,1,대지,41.0,8.0,대구광역시 중구 동성로2가 41-8,271103007001.0,대구광역시 중구 국채보상로,580.0,,2711011500100170008000001,대현프리몰,대구광역시 중구 국채보상로 580,700092,41909,,,,128.59519659058,35.8709131331061,0,34054
교동,895,36.0,"6,735",317.0,MA010120220809029512,마니,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110565,성내1동,2711012500,2711012500100670012,1,대지,67.0,12.0,대구광역시 중구 교동 67-12,271104223014.0,대구광역시 중구 교동길,40.0,,2711012500100670001000001,교동시장,대구광역시 중구 교동길 40,700801,41912,,,,128.596797787313,35.8732666523219,0,34054
계산동2가,"2,244",141.0,"36,293",313.0,MA010120220809035841,현대대구플리츠플리즈,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110575,성내2동,2711013900,2711013900102000000,1,대지,200.0,,대구광역시 중구 계산동2가 200,271102007002.0,대구광역시 중구 달구벌대로,2077.0,,2711013900102000000000001,현대백화점,대구광역시 중구 달구벌대로 2077,700082,41936,,2,,128.590635683154,35.8666363344097,0,11546
삼덕동1가,"3,917",55.0,"23,695",319.0,MA010120220809035860,엠마블랑,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110545,삼덕동,2711010500,2711010500100140001,1,대지,14.0,1.0,대구광역시 중구 삼덕동1가 14-1,271104223084.0,대구광역시 중구 동성로2길,18.0,19.0,2711010500100140001008990,,대구광역시 중구 동성로2길 18-19,700411,41942,,1,,128.597357457544,35.8666842210518,1,5762
계산동2가,"2,244",141.0,"36,293",313.0,MA010120220809078275,보니알렉스,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110575,성내2동,2711013900,2711013900102000000,1,대지,200.0,,대구광역시 중구 계산동2가 200,271102007002.0,대구광역시 중구 달구벌대로,2077.0,,2711013900102000000000001,현대백화점,대구광역시 중구 달구벌대로 2077,700082,41936,,2,,128.590635683154,35.8666363344097,0,11546
계산동2가,"2,244",141.0,"36,293",313.0,MA010120220809082957,페세리코,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110575,성내2동,2711013900,2711013900102000000,1,대지,200.0,,대구광역시 중구 계산동2가 200,271102007002.0,대구광역시 중구 달구벌대로,2077.0,,2711013900102000000000001,현대백화점,대구광역시 중구 달구벌대로 2077,700082,41936,,2,,128.590635683154,35.8666363344097,0,11546
동산동,905,30.0,"25,062",313.0,MA010120220809069907,풍산상회,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110575,성내2동,2711014000,2711014000105640000,1,대지,564.0,,대구광역시 중구 동산동 564,271103141004.0,대구광역시 중구 달성로,18.0,,2711014000105620000003870,베네시움,대구광역시 중구 달성로 18,700821,41931,,,,128.582730179965,35.8667380304876,0,11546
덕산동,"2,229",63.0,"21,648",307.0,MA010120220809070277,이현국패션6,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110575,성내2동,2711011200,2711011200100880000,1,대지,88.0,,대구광역시 중구 덕산동 88,271102007002.0,대구광역시 중구 달구벌대로,2100.0,,2711015600109300001000001,반월당역,대구광역시 중구 달구벌대로 2100,700070,41957,,,,128.593354331461,35.864432724458,1,11546
봉산동,"1,850",41.0,"63,377",311.0,MA010120220809070184,데이니,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110565,성내1동,2711010800,2711010800100020005,1,대지,2.0,5.0,대구광역시 중구 봉산동 2-5,271104223084.0,대구광역시 중구 동성로2길,11.0,,2711010800100020005008924,,대구광역시 중구 동성로2길 11,700822,41942,,1,,128.596017180641,35.8666277848176,1,34054
덕산동,"2,229",63.0,"21,648",307.0,MA010120220809075020,신영희패션,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110575,성내2동,2711011200,2711011200100880000,1,대지,88.0,,대구광역시 중구 덕산동 88,271102007002.0,대구광역시 중구 달구벌대로,2100.0,,2711015600109300001000001,반월당역,대구광역시 중구 달구벌대로 2100,700070,41957,,,,128.593354331461,35.864432724458,1,11546
삼덕동1가,"3,917",55.0,"23,695",319.0,MA010120220809075874,마로mallo,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110545,삼덕동,2711010500,2711010500100150001,1,대지,15.0,1.0,대구광역시 중구 삼덕동1가 15-1,271104223085.0,대구광역시 중구 동성로3길,35.0,,2711010500100150001008986,,대구광역시 중구 동성로3길 35,700739,41942,,1,,128.597292982199,35.8669459250861,1,5762
교동,895,36.0,"6,735",317.0,MA010120220809076383,동명산업,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110565,성내1동,2711012500,2711012500100620001,1,대지,62.0,1.0,대구광역시 중구 교동 62-1,271104223014.0,대구광역시 중구 교동길,27.0,8.0,2711012500100620001007350,,대구광역시 중구 교동길 27-8,700800,41910,,1,,128.596424254244,35.873665088752,0,34054
계산동2가,"2,244",141.0,"36,293",313.0,MA010120220809076421,베르니스현대대구점,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110575,성내2동,2711013900,2711013900102000000,1,대지,200.0,,대구광역시 중구 계산동2가 200,271102007002.0,대구광역시 중구 달구벌대로,2077.0,,2711013900102000000000001,현대백화점,대구광역시 중구 달구벌대로 2077,700082,41936,,3,,128.590635683154,35.8666363344097,0,11546
삼덕동1가,"3,917",55.0,"23,695",319.0,MA010120220809076452,데이오프,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110545,삼덕동,2711010500,2711010500100040003,1,대지,4.0,3.0,대구광역시 중구 삼덕동1가 4-3,271104223084.0,대구광역시 중구 동성로2길,49.0,17.0,2711010500100040003008241,,대구광역시 중구 동성로2길 49-17,700411,41941,,,,128.595818604208,35.8682060838466,1,5762
삼덕동1가,"3,917",55.0,"23,695",319.0,MA010120220809071762,제이스텔라,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,27,대구광역시,27110,중구,27110545,삼덕동,2711010500,2711010500100180022,1,대지,18.0,22.0,대구광역시 중구 삼덕동1가 18-22,271104223084.0,대구광역시 중구 동성로2길,50.0,20.0,2711010500100180022009101,,대구광역시 중구 동성로2길 50-20,700411,41941,,,,128.597764672699,35.8678268749749,1,5762
